3584.00	3633.75	3565.05	3603.65	1989083
3588.55	3605.00	3528.00	3585.30	2004073
3580.00	3625.00	3580.00	3606.05	1649396
3580.05	3619.30	3575.25	3606.15	1395753
3567.85	3607.35	3562.45	3598.30	2952897
3570.05	3597.70	3545.60	3560.05	2604721
3571.10	3588.85	3545.00	3567.85	1754929
3492.00	3589.90	3483.00	3580.80	4476016
3462.00	3485.70	3445.00	3480.65	1783604
3455.25	3465.00	3435.05	3441.90	1518917
3430.80	3460.00	3422.30	3455.25	1885092
3434.00	3443.90	3398.10	3429.90	1314818
3420.00	3447.00	3405.15	3429.35	1501842
3378.00	3432.85	3370.05	3418.50	1828332
3366.00	3389.00	3356.80	3379.20	1277950
1432.10	1443.60	1430.00	1434.15	4850745
1405.00	1438.00	1400.00	1431.15	17973439
1491.90	1504.40	1452.00	1465.50	11081662
1497.00	1518.25	1481.45	1494.40	7220129
1483.90	1497.00	1469.10	1495.15	5688951
1464.90	1491.00	1462.20	1475.45	3567552
1469.50	1484.50	1463.30	1478.70	3598672
1452.00	1475.65	1450.20	1463.45	7384621
1425.00	1449.95	1418.20	1444.35	4510406
1436.05	1437.00	1420.30	1434.00	4181867
1432.10	1446.80	1416.00	1435.45	6068968
1467.90	1472.60	1435.00	1439.45	5814602
1456.00	1469.60	1450.05	1467.00	3863586
1479.15	1479.90	1459.00	1460.65	3996528
1489.85	1489.85	1471.55	1474.15	4217863
1491.90	1506.95	1485.20	1496.15	5455613
1486.55	1504.55	1476.00	1501.75	6779195
1476.20	1495.10	1476.20	1490.25	4169337
1504.90	1504.90	1488.00	1491.80	3991916
1518.00	1518.40	1509.00	1511.60	8657816
1505.00	1512.55	1499.15	1506.95	6444213
1505.00	1505.00	1488.65	1498.35	4804686
1482.50	1504.00	1477.10	1501.10	6793161
1469.60	1478.05	1464.50	1476.45	4182226
1463.50	1474.75	1460.20	1469.60	3125838
1470.60	1473.40	1462.05	1466.20	4411743
1481.90	1482.90	1463.30	1477.45	5075786
1465.00	1480.05	1456.50	1478.90	5496840
1443.00	1470.00	1434.70	1465.10	4609014
1430.95	1446.00	1428.20	1443.85	3582133
411	411.9	408.15	410.2   2638826
411.9	414.4	409.05	411.05	5457027
421.75	421.9	414.7	417.1	5117199
409	423.95	409	421.15	9546114
406.4	408.75	406.2	407.75	2564007
404.2	411	403.4	405.6	3015225
408	409.8	406.95	407.85	3182502
407.95	410.4	405	406.8	4062652
402.7	405.45	400.65	404.9	3452935
406.45	408.1	403.6	405.45	2864052
405	409.25	401.5	406.05	6390136
416.5	416.5	404	405.35	8438058
412.25	416.55	410.3	415.65	3886997
416.8	416.8	411.7	412.9	3240283
418.5	419.75	412	414.1	4650566
424.4	426.75	416.6	418.5	9909130
429.9	431.25	423.05	428.95	4446535
434.25	436.85	429.05	430.1	4551350
441.05	441.05	435.2	436.1	3012598
439.8	443.75	438.25	441.05	9917938
438.4	443.25	435.3	436.45	7447505
434.95	437.95	431.5	435.7	3722835
437.1	441.5	426.9	435	7272664
433	437.5	430.1	434.85	4126657
433.45	433.45	429.3	430	2874205
429.95	433.7	426.75	432.85	4661325
433.75	435.55	425.9	429.3	6765956
435.8	437.5	430.3	431.85	8986713
418	436.5	416	434.1	13817324
407.95	417.75	407.5	416.35	4238065
